time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error,e,ec
13.99,139,139,-2.27,6,4,0,0,1,0,0.23,0.57
13.995001,142,142,-2.54,6,4,0,0,1,0,0.25,0.55
14,161,161,-2.55,6,4,0,0,1,0,0.25,0
14.004999,182,182,-2.63,6,4,0,0,1,0,0.26,0.17
14.01,184,184,-2.94,8,8,0,0,1,0,0.29,0.61
14.014999,180,180,-3.27,8,8,0,0,1,0,0.33,0.66
14.02,195,195,-3.37,8,8,0,0,1,0,0.34,0.2
14.025,232,232,-3.41,8,8,0,0,1,0,0.34,0.08
14.030001,236,236,-3.73,8,10,0,0,1,0,0.37,0.64
14.035,224,224,-3.99,8,10,0,0,1,0,0.4,0.52
14.040001,250,250,-3.98,8,8,0,0,1,0,0.4,-0.02
14.045,267,267,-4.01,8,8,0,0,1,0,0.4,0.07
14.049999,268,268,-4.27,10,12,0,0,1,0,0.43,0.52
14.055,265,265,-4.43,10,12,0,0,1,0,0.44,0.31
14.059999,286,286,-4.52,10,10,0,0,1,0,0.45,0.18
14.065001,291,291,-4.39,10,10,0,0,1,0,0.44,-0.26
14.07,284,284,-4.53,14,12,0,0,1,0,0.45,0.29
14.075001,291,291,-4.42,14,12,0,0,1,0,0.44,-0.23
14.08,286,286,-4.29,12,12,0,0,1,0,0.43,-0.26
14.084999,279,279,-4.04,12,12,0,0,1,0,0.4,-0.5
14.09,274,274,-4.11,14,14,0,0,1,0,0.41,0.15
14.094999,272,272,-3.83,14,14,0,0,1,0,0.38,-0.55
14.1,267,267,-3.68,14,14,0,0,1,0,0.37,-0.32
14.105,247,247,-3.3,14,14,0,0,1,0,0.33,-0.74
14.110001,250,250,-3.22,18,16,0,0,1,0,0.32,-0.17
14.115,223,223,-2.92,18,16,0,0,1,0,0.29,-0.6
14.120001,214,214,-2.53,14,14,0,0,1,0,0.25,-0.79
14.125,198,198,-2.15,14,14,0,0,1,0,0.22,-0.74
14.129999,169,169,-1.85,16,18,0,0,1,0,0.19,-0.61
14.135,141,141,-1.33,16,18,0,0,1,0,0.13,-1.03
14.139999,114,114,-0.88,16,14,0,0,1,0,0.09,-0.91
14.145,73,73,-0.48,16,14,0,0,1,0,0.05,-0.8
14.15,39,39,-0.04,14,14,0,0,1,0,0,-0.88
14.155001,2,2,0.44,14,14,0,0,1,0,-0.04,-0.96
14.16,-41,-41,1.04,14,14,0,0,1,0,-0.1,-1.19
14.165001,-101,-101,1.53,14,14,0,0,1,0,-0.15,-1
14.17,-144,-144,2.1,10,10,0,0,1,0,-0.21,-1.14
14.174999,-206,-206,2.58,10,10,0,0,1,0,-0.26,-0.96
14.18,-246,-246,3.14,8,8,0,0,1,0,-0.31,-1.12
14.184999,-314,-314,3.62,8,8,0,0,1,0,-0.36,-0.96
14.190001,-355,-355,4.32,4,2,0,0,1,0,-0.43,-1.41
14.195,-478,-478,4.79,4,2,0,0,1,0,-0.48,-0.94
14.200001,-491,-491,5.06,2,2,0,0,1,0,-0.51,-0.54
14.205,-474,-474,5.18,2,2,0,0,1,0,-0.52,-0.23
14.209999,-446,-446,5.61,-2,-4,0,0,1,0,-0.56,-0.87
14.215,-587,-587,6.14,-2,-4,0,0,1,0,-0.61,-1.06
14.219999,-678,-678,6.35,-8,-8,0,0,1,0,-0.64,-0.42
14.225,-592,-592,6.18,-8,-8,0,0,1,0,-0.62,0.35
14.23,-470,-470,6.27,-12,-12,0,0,1,0,-0.63,-0.19
14.235001,-551,-551,6.45,-12,-12,0,0,1,0,-0.64,-0.34
14.24,-590,-590,6.68,-18,-18,0,0,1,0,-0.67,-0.46
14.245001,-638,-638,6.5,-18,-18,0,0,1,0,-0.65,0.36
14.25,-497,-497,6.43,-20,-20,0,0,1,0,-0.64,0.14
14.254999,-521,-521,6.2,-20,-20,0,0,1,0,-0.62,0.46
14.26,-450,-450,5.85,-24,-26,0,0,1,0,-0.59,0.69
14.264999,-374,-374,5.28,-24,-26,0,0,1,0,-0.53,1.16
14.27,-269,-269,4.94,-24,-26,0,0,1,0,-0.49,0.67
14.275,-308,-308,4.6,-24,-26,0,0,1,0,-0.46,0.68
14.280001,-283,-283,4.14,-26,-26,0,0,1,0,-0.41,0.93
14.285,-220,-220,3.44,-26,-26,0,0,1,0,-0.34,1.4
14.290001,-140,-140,3.09,-24,-28,0,0,1,0,-0.31,0.7
14.295,-179,-179,2.22,-24,-28,0,0,1,0,-0.22,1.73
14.299999,-77,-77,1.7,-24,-26,0,0,1,0,-0.17,1.05
14.305,-83,-83,1.02,-24,-26,0,0,1,0,-0.1,1.35
14.309999,-43,-43,0.53,-22,-22,0,0,1,0,-0.05,0.99
14.315001,-26,-26,-0.12,-22,-22,0,0,1,0,0.01,1.29
14.32,6,6,-0.72,-18,-58,0,0,1,0,0.07,1.19
14.325001,34,34,-1.18,-18,-58,0,0,1,0,0.12,0.93
14.33,62,62,-1.77,-16,-16,0,0,1,0,0.18,1.18
14.334999,84,84,-2.1,-16,-16,0,0,1,0,0.21,0.66
14.34,125,125,-2.37,-12,-12,0,0,1,0,0.24,0.54
14.344999,151,151,-2.53,-12,-12,0,0,1,0,0.25,0.33
14.35,174,174,-2.91,-8,-10,0,0,1,0,0.29,0.76
14.355,164,164,-3.16,-8,-10,0,0,1,0,0.32,0.5
14.360001,205,205,-3.19,-6,-8,0,0,1,0,0.32,0.05
14.365,222,222,-3.24,-6,-8,0,0,1,0,0.32,0.1
14.370001,225,225,-3.45,-2,-4,0,0,1,0,0.35,0.43
14.375,232,232,-3.42,-2,-4,0,0,1,0,0.34,-0.06
14.379999,237,237,-3.25,0,-2,0,0,1,0,0.33,-0.35
14.385,223,223,-2.99,0,-2,0,0,1,0,0.3,-0.53
14.389999,214,214,-2.98,4,4,0,0,1,0,0.3,-0.02
14.395,209,209,-2.82,4,4,0,0,1,0,0.28,-0.31
14.4,197,197,-2.55,4,4,0,0,1,0,0.25,-0.55
14.405001,186,186,-2.06,4,4,0,0,1,0,0.21,-0.97
14.41,171,171,-1.91,8,6,0,0,1,0,0.19,-0.31
14.415001,137,137,-1.57,8,6,0,0,1,0,0.16,-0.67
14.42,123,123,-1.34,6,6,0,0,1,0,0.13,-0.48
14.424999,100,100,-0.9,6,6,0,0,1,0,0.09,-0.87
14.43,75,75,-0.61,8,6,0,0,1,0,0.06,-0.58
14.434999,47,47,-0.19,8,6,0,0,1,0,0.02,-0.84
14.440001,15,15,0.17,8,8,0,0,1,0,-0.02,-0.72
14.445,-15,-15,0.47,8,8,0,0,1,0,-0.05,-0.61
14.450001,-40,-40,0.81,6,6,0,0,1,0,-0.08,-0.68
14.455,-70,-70,1.05,6,6,0,0,1,0,-0.1,-0.47
14.459999,-86,-86,1.32,6,4,0,0,1,0,-0.13,-0.55
14.465,-112,-112,1.49,6,4,0,0,1,0,-0.15,-0.33
14.469999,-121,-121,1.71,2,2,0,0,1,0,-0.17,-0.44
14.475,-142,-142,1.8,2,2,0,0,1,0,-0.18,-0.17
14.48,-143,-143,1.9,2,2,0,0,1,0,-0.19,-0.21
14.485001,-153,-153,1.96,2,2,0,0,1,0,-0.2,-0.12
14.49,-156,-156,2.11,-2,-2,0,0,1,0,-0.21,-0.28
14.495001,-172,-172,2.01,-2,-2,0,0,1,0,-0.2,0.2
14.5,-146,-146,1.91,-2,-2,0,0,1,0,-0.19,0.2
14.504999,-139,-139,1.73,-2,-2,0,0,1,0,-0.17,0.36
14.51,-120,-120,1.67,-2,-6,0,0,1,0,-0.17,0.12
14.514999,-125,-125,1.47,-2,-6,0,0,1,0,-0.15,0.38
14.52,-102,-102,1.19,-2,-4,0,0,1,0,-0.12,0.56
14.525,-75,-75,0.85,-2,-4,0,0,1,0,-0.09,0.68
14.530001,-50,-50,0.54,-4,-4,0,0,1,0,-0.05,0.62
14.535,-33,-33,0.36,-4,-4,0,0,1,0,-0.04,0.37
14.540001,-25,-25,0.04,-4,-4,0,0,1,0,0,0.64
14.545,-2,-2,-0.27,-4,-4,0,0,1,0,0.03,0.61
14.549999,17,17,-0.68,-4,-4,0,0,1,0,0.07,0.82
14.555,37,37,-0.9,-4,-4,0,0,1,0,0.09,0.45
14.559999,61,61,-1.16,-4,-4,0,0,1,0,0.12,0.52
14.565001,75,75,-1.45,-4,-4,0,0,1,0,0.15,0.58
14.57,91,91,-1.72,0,0,0,0,1,0,0.17,0.54
14.575001,110,110,-2.04,0,0,0,0,1,0,0.2,0.63
14.58,124,124,-2.1,0,0,0,0,1,0,0.21,0.13
14.584999,149,149,-2.14,0,0,0,0,1,0,0.21,0.07
14.59,153,153,-2.31,2,2,0,0,1,0,0.23,0.35
14.594999,159,159,-2.33,2,2,0,0,1,0,0.23,0.04
14.6,167,167,-2.27,2,2,0,0,1,0,0.23,-0.11
14.605,163,163,-2.32,2,2,0,0,1,0,0.23,0.09
14.610001,165,165,-2.49,6,4,0,0,1,0,0.25,0.35
14.615,171,171,-2.4,6,4,0,0,1,0,0.24,-0.19
14.620001,170,170,-2.05,6,6,0,0,1,0,0.21,-0.69
14.625,159,159,-1.87,6,6,0,0,1,0,0.19,-0.37
14.629999,134,134,-1.81,8,6,0,0,1,0,0.18,-0.13
14.635,131,131,-1.48,8,6,0,0,1,0,0.15,-0.65
14.639999,115,115,-1.13,6,6,0,0,1,0,0.11,-0.71
14.645,89,89,-0.82,6,6,0,0,1,0,0.08,-0.61
14.65,64,64,-0.4,8,8,0,0,1,0,0.04,-0.84
14.655001,33,33,0.02,8,8,0,0,1,0,0,-0.84
14.66,-3,-3,0.57,8,6,0,0,1,0,-0.06,-1.11
14.665001,-55,-55,1,8,6,0,0,1,0,-0.1,-0.87
14.67,-91,-91,1.42,4,6,0,0,1,0,-0.14,-0.83
14.674999,-128,-128,1.81,4,6,0,0,1,0,-0.18,-0.78
14.68,-163,-163,2.27,4,4,0,0,1,0,-0.23,-0.92
14.684999,-213,-213,2.66,4,4,0,0,1,0,-0.27,-0.78
14.690001,-244,-244,3.14,2,0,0,0,1,0,-0.31,-0.97
14.695,-305,-305,3.37,2,0,0,0,1,0,-0.34,-0.45
14.700001,-295,-295,3.45,0,0,0,0,1,0,-0.35,-0.16
14.705,-280,-280,3.36,0,0,0,0,1,0,-0.34,0.18
14.709999,-247,-247,3.76,-6,-4,0,0,1,0,-0.38,-0.8
14.715,-359,-359,4.04,-6,-4,0,0,1,0,-0.4,-0.56
14.719999,-370,-370,4.06,-6,-6,0,0,1,0,-0.41,-0.03
14.725,-322,-322,3.7,-6,-6,0,0,1,0,-0.37,0.72
14.73,-214,-214,3.7,-8,-10,0,0,1,0,-0.37,-0.01
14.735001,-289,-289,3.84,-8,-10,0,0,1,0,-0.38,-0.27
14.74,-324,-324,3.71,-10,-10,0,0,1,0,-0.37,0.25
14.745001,-268,-268,3.28,-10,-10,0,0,1,0,-0.33,0.86
14.75,-175,-175,3.18,-12,-12,0,0,1,0,-0.32,0.21
14.754999,-230,-230,2.89,-12,-12,0,0,1,0,-0.29,0.58
14.76,-179,-179,2.71,-12,-12,0,0,1,0,-0.27,0.34
14.764999,-189,-189,2.13,-12,-12,0,0,1,0,-0.21,1.17
14.77,-99,-99,1.86,-12,-16,0,0,1,0,-0.19,0.54
14.775,-118,-118,1.46,-12,-16,0,0,1,0,-0.15,0.8
14.780001,-78,-78,1.14,-10,-14,0,0,1,0,-0.11,0.64
14.785,-68,-68,0.77,-10,-14,0,0,1,0,-0.08,0.73
14.790001,-43,-43,0.47,-10,-12,0,0,1,0,-0.05,0.62
14.795,-28,-28,0.24,-10,-12,0,0,1,0,-0.02,0.45
14.799999,-16,-16,-0.14,-10,-10,0,0,1,0,0.01,0.76
14.805,8,8,-0.4,-10,-10,0,0,1,0,0.04,0.53
14.809999,26,26,-0.75,-8,-8,0,0,1,0,0.07,0.69
14.815001,44,44,-0.99,-8,-8,0,0,1,0,0.1,0.49
14.82,65,65,-1.32,-6,-6,0,0,1,0,0.13,0.65
14.825001,79,79,-1.57,-6,-6,0,0,1,0,0.16,0.52
14.83,102,102,-1.88,-4,-4,0,0,1,0,0.19,0.62
14.834999,115,115,-2.14,-4,-4,0,0,1,0,0.21,0.51
14.84,138,138,-2.3,-2,-6,0,0,1,0,0.23,0.32
14.844999,159,159,-2.55,-2,-6,0,0,1,0,0.26,0.51
14.85,165,165,-2.81,0,-2,0,0,1,0,0.28,0.52
14.855,181,181,-2.97,0,-2,0,0,1,0,0.3,0.32
14.860001,204,204,-2.99,2,0,0,0,1,0,0.3,0.04
14.865,210,210,-3.09,2,0,0,0,1,0,0.31,0.19
14.870001,214,214,-3.4,4,4,0,0,1,0,0.34,0.63
14.875,206,206,-3.62,4,4,0,0,1,0,0.36,0.44
14.879999,240,240,-3.8,4,2,0,0,1,0,0.38,0.36
14.885,254,254,-3.82,4,2,0,0,1,0,0.38,0.03
14.889999,259,259,-4.08,6,6,0,0,1,0,0.41,0.53
14.895,255,255,-4.2,6,6,0,0,1,0,0.42,0.24
14.9,276,276,-4.21,8,6,0,0,1,0,0.42,0.02
14.905001,278,278,-4.1,8,6,0,0,1,0,0.41,-0.22
14.91,270,270,-4.34,10,10,0,0,1,0,0.43,0.48
14.915001,273,273,-4.52,10,10,0,0,1,0,0.45,0.35
14.92,290,290,-4.53,10,10,0,0,1,0,0.45,0.02
14.924999,292,292,-4.33,10,10,0,0,1,0,0.43,-0.4
14.93,280,280,-4.42,12,14,0,0,1,0,0.44,0.18
14.934999,286,286,-4.3,12,14,0,0,1,0,0.43,-0.22
14.940001,280,280,-4.13,12,12,0,0,1,0,0.41,-0.35
14.945,270,270,-3.91,12,12,0,0,1,0,0.39,-0.43
14.950001,262,262,-4.04,14,14,0,0,1,0,0.4,0.26
14.955,268,268,-3.9,14,14,0,0,1,0,0.39,-0.28
14.959999,260,260,-3.8,14,14,0,0,1,0,0.38,-0.2
14.965,255,255,-3.56,14,14,0,0,1,0,0.36,-0.49
14.969999,247,247,-3.58,16,16,0,0,1,0,0.36,0.04
14.975,246,246,-3.25,16,16,0,0,1,0,0.32,-0.65
14.98,240,240,-2.89,14,14,0,0,1,0,0.29,-0.71
14.985001,220,220,-2.59,14,14,0,0,1,0,0.26,-0.62
14.99,193,193,-2.46,16,18,0,0,1,0,0.25,-0.25
14.995001,174,174,-1.97,16,18,0,0,1,0,0.2,-0.98
15,164,164,-1.55,16,12,0,0,1,0,0.16,-0.83
15.004999,126,126,-1.14,16,12,0,0,1,0,0.11,-0.82
15.01,93,93,-0.78,16,16,0,0,1,0,0.08,-0.73
15.014999,62,62,-0.28,16,16,0,0,1,0,0.03,-0.99
15.02,23,23,0.45,14,14,0,0,1,0,-0.05,-1.47
15.025,-48,-48,1.07,14,14,0,0,1,0,-0.11,-1.23
15.030001,-105,-105,1.83,12,12,0,0,1,0,-0.18,-1.52
15.035,-195,-195,2.55,12,12,0,0,1,0,-0.25,-1.44
15.040001,-271,-271,3.27,10,12,0,0,1,0,-0.33,-1.44
15.045,-352,-352,3.88,10,12,0,0,1,0,-0.39,-1.22
15.049999,-406,-406,4.78,6,6,0,0,1,0,-0.48,-1.8
15.055,-585,-585,5.46,6,6,0,0,1,0,-0.55,-1.36
15.059999,-622,-622,5.99,2,4,0,0,1,0,-0.6,-1.06
15.065001,-657,-657,6.19,2,4,0,0,1,0,-0.62,-0.4
15.07,-570,-570,6.77,0,-2,0,0,1,0,-0.68,-1.17
15.075001,-779,-779,7.47,0,-2,0,0,1,0,-0.75,-1.39
15.08,-800,-800,7.94,-8,-10,0,0,1,0,-0.79,-0.94
15.084999,-800,-800,8.02,-8,-10,0,0,1,0,-0.8,-0.15
15.09,-728,-728,8.08,-10,-12,0,0,1,0,-0.81,-0.13
15.094999,-731,-731,8.3,-10,-12,0,0,1,0,-0.83,-0.44
15.1,-800,-800,8.45,-20,-20,0,0,1,0,-0.85,-0.31
15.105,-800,-800,8.22,-20,-20,0,0,1,0,-0.82,0.47
15.110001,-633,-633,8.07,-22,-24,0,0,1,0,-0.81,0.29
15.115,-658,-658,7.81,-22,-24,0,0,1,0,-0.78,0.52
15.120001,-582,-582,7.63,-28,-30,0,0,1,0,-0.76,0.37
15.125,-602,-602,6.93,-28,-30,0,0,1,0,-0.69,1.39
15.129999,-342,-342,6.35,-30,-32,0,0,1,0,-0.63,1.17
15.135,-337,-337,5.67,-30,-32,0,0,1,0,-0.57,1.35
15.139999,-268,-268,4.94,-34,-34,0,0,1,0,-0.49,1.46
15.145,-212,-212,3.93,-34,-34,0,0,1,0,-0.39,2.04
15.15,-128,-128,3.23,-32,-36,0,0,1,0,-0.32,1.4
15.155001,-132,-132,2.23,-32,-36,0,0,1,0,-0.22,2
15.16,-70,-70,1.35,-28,-32,0,0,1,0,-0.13,1.76
15.165001,-46,-46,0.23,-28,-32,0,0,1,0,-0.02,2.24
15.17,-5,-5,-0.65,-26,-28,0,0,1,0,0.06,1.75
15.174999,25,25,-1.53,-26,-28,0,0,1,0,0.15,1.75
15.18,55,55,-2.57,-24,-24,0,0,1,0,0.26,2.08
15.184999,85,85,-3.23,-24,-24,0,0,1,0,0.32,1.32
15.190001,141,141,-3.84,-18,-20,0,0,1,0,0.38,1.22
15.195,176,176,-4.4,-18,-20,0,0,1,0,0.44,1.12
15.200001,212,212,-4.96,-16,-18,0,0,1,0,0.5,1.13
15.205,238,238,-5.57,-16,-18,0,0,1,0,0.56,1.22
15.209999,255,255,-6.3,-10,-12,0,0,1,0,0.63,1.44
15.215,254,254,-6.78,-10,-12,0,0,1,0,0.68,0.97
15.219999,348,348,-7.11,-8,-10,0,0,1,0,0.71,0.65
15.225,390,390,-7.42,-8,-10,0,0,1,0,0.74,0.63
15.23,401,401,-8,-2,-4,0,0,1,0,0.8,1.16
15.235001,375,375,-8.47,-2,-4,0,0,1,0,0.85,0.94
15.24,420,420,-8.7,0,0,0,0,1,0,0.87,0.45
15.245001,441,441,-8.72,0,0,0,0,1,0,0.87,0.03
15.25,436,436,-9.05,4,2,0,0,1,0,0.91,0.68
15.254999,451,451,-9.32,4,2,0,0,1,0,0.93,0.54
15.26,458,458,-9.57,8,6,0,0,1,0,0.96,0.5
15.264999,464,464,-9.43,8,6,0,0,1,0,0.94,-0.3
15.27,459,459,-9.52,12,10,0,0,1,0,0.95,0.19
15.275,462,462,-9.36,12,10,0,0,1,0,0.94,-0.33
15.280001,457,457,-9.21,16,12,0,0,1,0,0.92,-0.3
15.285,453,453,-8.92,16,12,0,0,1,0,0.89,-0.58
15.290001,477,477,-8.89,16,16,0,0,1,0,0.89,-0.06
15.295,442,442,-8.77,16,16,0,0,1,0,0.88,-0.22
15.299999,440,440,-8.44,20,18,0,0,1,0,0.84,-0.66
15.305,473,473,-7.93,20,18,0,0,1,0,0.79,-1.04
15.309999,512,512,-7.78,22,20,0,0,1,0,0.78,-0.3
15.315001,409,409,-7.37,22,20,0,0,1,0,0.74,-0.82
15.32,453,453,-6.72,24,20,0,0,1,0,0.67,-1.29
15.325001,493,493,-6.13,24,20,0,0,1,0,0.61,-1.18
15.33,448,448,-5.89,24,22,0,0,1,0,0.59,-0.48
15.334999,356,356,-5.32,24,22,0,0,1,0,0.53,-1.15
15.34,404,404,-4.52,26,24,0,0,1,0,0.45,-1.6
15.344999,403,403,-3.67,26,24,0,0,1,0,0.37,-1.69
15.35,352,352,-3.13,26,24,0,0,1,0,0.31,-1.08
15.355,258,258,-2.26,26,24,0,0,1,0,0.23,-1.74
15.360001,228,228,-1.4,28,24,0,0,1,0,0.14,-1.72
15.365,142,142,-0.41,28,24,0,0,1,0,0.04,-1.97
15.370001,45,45,0.33,28,26,0,0,1,0,-0.03,-1.5
15.375,-36,-36,1.47,28,26,0,0,1,0,-0.15,-2.27
15.379999,-188,-188,2.59,26,24,0,0,1,0,-0.26,-2.24
15.385,-334,-334,3.79,26,24,0,0,1,0,-0.38,-2.4
15.389999,-510,-510,5.05,18,18,0,0,1,0,-0.5,-2.52
15.395,-705,-705,6.03,18,18,0,0,1,0,-0.6,-1.95
15.4,-776,-776,6.86,16,12,0,0,1,0,-0.69,-1.67
15.405001,-800,-800,7.52,16,12,0,0,1,0,-0.75,-1.32
15.41,-800,-800,8.38,8,8,0,0,1,0,-0.84,-1.72
15.415001,-800,-800,9.18,8,8,0,0,1,0,-0.92,-1.6
15.42,-800,-800,9.8,-2,-4,0,0,1,0,-0.98,-1.25
15.424999,-800,-800,9.96,-2,-4,0,0,1,0,-1,-0.31
15.43,-800,-800,10.05,-8,-8,0,0,1,0,-1.01,-0.19
15.434999,-800,-800,10,-8,-8,0,0,1,0,-1,0.1
15.440001,-800,-800,9.99,-16,-18,0,0,1,0,-1,0.01
15.445,-800,-800,9.61,-16,-18,0,0,1,0,-0.96,0.76
15.450001,-669,-669,9.27,-20,-20,0,0,1,0,-0.93,0.67
15.455,-668,-668,8.74,-20,-20,0,0,1,0,-0.87,1.06
15.459999,-533,-533,8.32,-26,-28,0,0,1,0,-0.83,0.86
15.465,-533,-533,7.47,-26,-28,0,0,1,0,-0.75,1.69
15.469999,-333,-333,6.75,-28,-28,0,0,1,0,-0.67,1.45
15.475,-321,-321,5.8,-28,-28,0,0,1,0,-0.58,1.89
15.48,-221,-221,4.8,-30,-32,0,0,1,0,-0.48,2
15.485001,-166,-166,3.56,-30,-32,0,0,1,0,-0.36,2.48
15.49,-113,-113,2.69,-28,-32,0,0,1,0,-0.27,1.74
15.495001,-93,-93,1.36,-28,-32,0,0,1,0,-0.14,2.66
15.5,-41,-41,0.16,-26,-26,0,0,1,0,-0.02,2.4
15.504999,-3,-3,-1.12,-26,-26,0,0,1,0,0.11,2.57
15.51,39,39,-2.28,-24,-24,0,0,1,0,0.23,2.32
15.514999,76,76,-3.35,-24,-24,0,0,1,0,0.34,2.14
15.52,111,111,-4.74,-20,-20,0,0,1,0,0.47,2.77
15.525,156,156,-5.74,-20,-20,0,0,1,0,0.57,2
15.530001,185,185,-6.79,-14,-16,0,0,1,0,0.68,2.09
15.535,217,217,-7.73,-14,-16,0,0,1,0,0.77,1.89
15.540001,256,256,-8.39,-12,-12,0,0,1,0,0.84,1.32
15.545,365,365,-9.09,-12,-12,0,0,1,0,0.91,1.4
15.549999,378,378,-9.93,-6,-8,0,0,1,0,0.99,1.68
15.555,358,358,-10.49,-6,-8,0,0,1,0,1.05,1.11
15.559999,484,484,-10.94,-4,-6,0,0,1,0,1.09,0.91
15.565001,492,492,-11.29,-4,-6,0,0,1,0,1.13,0.69
15.57,496,496,-11.78,0,0,0,0,1,0,1.18,1
15.575001,504,504,-12.16,0,0,0,0,1,0,1.22,0.75
15.58,505,505,-12.45,6,4,0,0,1,0,1.24,0.58
15.584999,506,506,-12.51,6,4,0,0,1,0,1.25,0.13
15.59,513,513,-12.67,10,8,0,0,1,0,1.27,0.32
15.594999,509,509,-12.81,10,8,0,0,1,0,1.28,0.27
15.6,511,511,-12.72,12,10,0,0,1,0,1.27,-0.19
15.605,512,512,-12.26,12,10,0,0,1,0,1.23,-0.9
15.610001,629,629,-12.06,16,14,0,0,1,0,1.21,-0.42
15.615,506,506,-11.66,16,14,0,0,1,0,1.17,-0.78
15.620001,589,589,-10.97,20,18,0,0,1,0,1.1,-1.38
15.625,714,714,-10.4,20,18,0,0,1,0,1.04,-1.14
15.629999,636,636,-10.14,22,18,0,0,1,0,1.01,-0.51
15.635,498,498,-9.71,22,18,0,0,1,0,0.97,-0.86
15.639999,553,553,-8.9,26,24,0,0,1,0,0.89,-1.63
15.645,678,678,-7.92,26,24,0,0,1,0,0.79,-1.95
15.65,708,708,-7.1,26,24,0,0,1,0,0.71,-1.65
15.655001,574,574,-6.31,26,24,0,0,1,0,0.63,-1.58
15.66,515,515,-4.97,28,28,0,0,1,0,0.5,-2.67
15.665001,576,576,-3.81,28,28,0,0,1,0,0.38,-2.33
15.67,427,427,-2.84,30,28,0,0,1,0,0.28,-1.94
15.674999,303,303,-1.89,30,28,0,0,1,0,0.19,-1.91
15.68,203,203,-0.48,32,30,0,0,1,0,0.05,-2.81
15.684999,61,61,0.91,32,30,0,0,1,0,-0.09,-2.79
15.690001,-128,-128,1.9,32,28,0,0,1,0,-0.19,-1.98
15.695,-232,-232,3.43,32,28,0,0,1,0,-0.34,-3.05
15.700001,-501,-501,4.85,28,28,0,0,1,0,-0.48,-2.84
15.705,-713,-713,6.44,28,28,0,0,1,0,-0.64,-3.18
15.709999,-800,-800,8.04,20,16,0,0,1,0,-0.8,-3.21
15.715,-800,-800,9.37,20,16,0,0,1,0,-0.94,-2.65
15.719999,-800,-800,10.37,12,12,0,0,1,0,-1.04,-2.01
15.725,-800,-800,11.11,12,12,0,0,1,0,-1.11,-1.47
15.73,-800,-800,11.85,8,6,0,0,1,0,-1.18,-1.47
15.735001,-800,-800,12.49,8,6,0,0,1,0,-1.25,-1.28
15.74,-800,-800,13.08,0,-6,0,0,1,0,-1.31,-1.2
15.745001,-800,-800,13.26,0,-6,0,0,1,0,-1.33,-0.35
15.75,-800,-800,13.37,-8,-10,0,0,1,0,-1.34,-0.22
15.754999,-800,-800,13.26,-8,-10,0,0,1,0,-1.33,0.22
15.76,-800,-800,13.12,-16,-56,0,0,1,0,-1.31,0.27
15.764999,-800,-800,12.57,-16,-56,0,0,1,0,-1.26,1.1
15.77,-800,-800,12.07,-20,-22,0,0,1,0,-1.21,1
15.775,-800,-800,11.4,-20,-22,0,0,1,0,-1.14,1.34
15.780001,-698,-698,10.88,-26,-30,0,0,1,0,-1.09,1.04
15.785,-723,-723,9.93,-26,-30,0,0,1,0,-0.99,1.9
15.790001,-477,-477,9.16,-28,-32,0,0,1,0,-0.92,1.54
15.795,-466,-466,8.1,-28,-32,0,0,1,0,-0.81,2.11
15.799999,-343,-343,7.19,-34,-38,0,0,1,0,-0.72,1.83
15.805,-303,-303,5.83,-34,-38,0,0,1,0,-0.58,2.71
15.809999,-214,-214,4.87,-32,-36,0,0,1,0,-0.49,1.93
15.815001,-173,-173,3.47,-32,-36,0,0,1,0,-0.35,2.81
15.82,-108,-108,2.31,-32,-32,0,0,1,0,-0.23,2.31
15.825001,-72,-72,0.75,-32,-32,0,0,1,0,-0.08,3.11
15.83,-20,-20,-0.67,-30,-32,0,0,1,0,0.07,2.85
15.834999,25,25,-2.19,-30,-32,0,0,1,0,0.22,3.03
15.84,75,75,-3.75,-26,-28,0,0,1,0,0.37,3.12
15.844999,125,125,-5.04,-26,-28,0,0,1,0,0.5,2.59
15.85,165,165,-6.47,-20,-22,0,0,1,0,0.65,2.86
15.855,209,209,-7.63,-20,-22,0,0,1,0,0.76,2.31
15.860001,239,239,-8.58,-16,-20,0,0,1,0,0.86,1.9
15.865,282,282,-9.51,-16,-20,0,0,1,0,0.95,1.86
15.870001,318,318,-10.42,-10,-12,0,0,1,0,1.04,1.84
15.875,351,351,-11.08,-10,-12,0,0,1,0,1.11,1.31
15.879999,472,472,-11.66,-8,-10,0,0,1,0,1.17,1.15
15.885,503,503,-12.1,-8,-10,0,0,1,0,1.21,0.89
15.889999,506,506,-12.63,-2,-4,0,0,1,0,1.26,1.05
15.895,512,512,-13.05,-2,-4,0,0,1,0,1.3,0.84
15.9,511,511,-13.08,4,0,0,0,1,0,1.31,0.06
15.905001,518,518,-12.86,4,0,0,0,1,0,1.29,-0.44
15.91,517,517,-12.87,6,4,0,0,1,0,1.29,0.02
15.915001,518,518,-12.87,6,4,0,0,1,0,1.29,0.02
15.92,518,518,-12.67,12,10,0,0,1,0,1.27,-0.4
15.924999,506,506,-12.08,12,10,0,0,1,0,1.21,-1.18
15.93,694,694,-11.67,16,14,0,0,1,0,1.17,-0.82
15.934999,597,597,-11.11,16,14,0,0,1,0,1.11,-1.13
15.940001,655,655,-10.53,18,16,0,0,1,0,1.05,-1.15
